objectid,identifier,display_template,object_location,image_small,image_thumb,title,date,decade,object_transcript,subject,location,source,type,format,language,rights,rightsstatement
ais_bs_136,IMG_5718,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5718.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5718.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5718.jpeg,"1897, Teacher payment records",1897,1890-1899,"M-38 Pg 15
Jan 30, 1897 pd Geo R Austin 30.00 1 mo teaching
March 6, 1897, [pd Geo R Austin] 20.00 to apply on salary
[March 6, 1897, pd Geo R Austin] 40.00 in full of salary
Aug 10, 1897, [pd Geo R Austin] 30.00 to apply on salary
[Aug 10, 1897, pd Geo R Austin] 10.00 [to apply on salary]
[Aug 10, 1897, pd Geo R Austin] 50.00 in full of [salary]
Dec 7, 1897 [paid] Miss Eva Penfield 35.00 to apply on teacher salary
Dec 24, 1897 - Pd Miss Eva Penfield 26.25 in full of salary as teacher","Austin, George R.; Penfield, Eva","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_137,IMG_5718,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5718.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5718.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5718.jpeg,"1897, Record of teachers employment",1897,1890-1899,"M-34 From Vol 1 Record of Teachers Empl 1891-1900
Geo R Austin 3 mos beg 5-17-97 $30.00
Eva Penfield 4 mos beg 11-1-97 $35.00","Austin, George R.; Penfield, Eva","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_138,IMG_5719,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5719.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5719.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5719.jpeg,"1897, School attendance list",1897,1890-1899,"Lummi Island, Feby 4, 1949
1897
M. Granger, 4 T-38
Henry Nugent, 2 do
J. Sicklesteel, 1 do
Geo. Arnott, 4 T-37
J. Coxson G. (sic), 1 do
J H Friend, 2 do
H Tuttle, 6 do
A H Payne, 5 do
A R Payne, 2 do
J W Tarte, 4 do
A. Martin, 2 do
Bowden, 1 do
(Rhodes) 2
(Chamberlain) 2
(Bumstead) 3
(Lane) 5
(Norman) 3
(Chappell) 2
Chas L Sicklesteel, Clerk
Rpt sworn to before Melzar Granger
Geo R Austin, Teacher
13 wks $50
M 32, F 29, 51 Census
M 15, F 12, 27 Enr.","Granger, Melzar; Nugent, Henry; Sicklesteel, John; Arnott, George; Coxson, John; Friend, J. H.; Tuttle, Hiram; Payne, A. H.; Payne, A. R.; Tarte, James W.; Martin, A.; Bowden, ?; Rhodes, ?; Chamberlain, ?; Bumstead, ?; Lane, ?; Norman, ?; Chappell, ?; Sicklesteel, Charles L.; Austin, George R.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_139,IMG_5719,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5719.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5719.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5719.jpeg,"1898, School attendance list",1898,1890-1899,"1898 - Posted
Granger, 4
Nugent, 2
Sickelsteel, 1
Arnott, 4
Schmedly, 1
Friend, 2
See, 1
Tuttle, 6
Payne, 7
Tarte, 4
Martin, 2
Bowden, 1
Chamberlain, 2
Bumstead, 3
Chappell, 2
Lane, 4
Norman, 3
Oakes, 2
Mosier, 2
Corcoran, 2
Burton, 2
Geo R Austin, Teacher
$30, 5 wks
Eva Penfield, 7 wks $35
Rose Wilson, 12 wks $35
Sicklesteel Clerk
granger Dir
M 35, F 20, 50 cen
M 25, F 15, 40 [enr]
","Granger, Melzar; Nugent, Henry; Sicklesteel, John; Arnott, George; Schmedly, ?; Friend, J. H.; See, ?; Tuttle, Hiram; Payne, ?; Tarte, James W.; Martin, A.; Bowden, ?; Chamberlain, John, Bumstead, ?; Chappell, ?; Lane, Frederick F.; Norman, Charles R.; Oakes, ?; Mosier, ?; Corcoran, ?; Burton, ?; Austin, George R.; Penfield, Eva; Wilson, Rose","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_140,IMG_5719,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5719.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5719.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5719.jpeg,"1899, School attendance list",1899,1890-1899,"1899
Arnott, 4
Austin, 1
Bowden, 1
Bumstead, 3
M Butt, 5
Chamberlain, 1
Chappell, 1
Corcoran, 2
Finkbonner, 1
Granger
Lane
Gawley, 2
Martin
Nugent
Payne
Riley, 1
Richard, s2
Sicklesteel
Tarte
Tuttle
Warren, 2
Friend
Austin
M 30, F 26, 50 cen
M 36, F 26, 62 enr sic sic
$35 Laura Smith 24 wks
$30 Nellie Sheldon 12 wks","Arnott, George; Austin, George R.; Bowden, ?; Bumstead, ?; Butt, M.; Chamberlain, John, Chappell, ?; Corcoran, ?; Finkbonner, ?; Granger, Melzar; Lane, Frederick F.; Gawley, ?; Martin, A.; Nugent, Henry; Payne, ?; Riley, ?; Richard, ?; Sicklesteel, ?; Tarte, James W.; Tuttle, Hiram; Warren, ?; Friend, J. H.; Smith, Laura; Sheldon, Nellie ","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_141,IMG_5720,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5720.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5720.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5720.jpeg,"1897, Establishment of private school",1897,1890-1899,"(113) Pgs 27-28
As the island continued to attract settlers, the schl population increased. As the settlers spread over the isl it became difficult for some of the younger pupils, esp to get to and frm schl. Often during the winter, they would have to start to schl by the light of a lantern and ret home the same way. Acc to Charles Granger ""For this reason a private school was held on the island with Elizabeth Burroughs as the teacher. this school was held in a chicken coop behind what is now the Willows resort. It had an enrollment of 5 or 6 young pupils, but was discontinued after only one year."" (See Dec 1897... Miss Isabell McDermoth is teaching private school on LI)
(Records indicate it was not discontinued... see notes from 1897 on to time Dist 32 acknowledges 2 schools) A real problem existed for a schoolhouse located at either extreme of the island would be at a prohibitive distance for any small child to walk, if he chanced to live at the opposite end of the island. ","McDermoth, Isabell; Granger, Charles","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_142,IMG_5720,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5720.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5720.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5720.jpeg,"1897, Edith Granger on log schoolhouse",1897,1890-1899,"Tape 13B Edith Granger talking to Kay Niedhamer
Maurine, Warren Granger and I suppose Nyleptha, they were tlaking and they said there was a log schoolhouse someplace close ot the Willows that those older youngsters attended... Maurine had a picture at one time... of this little old log school house that was there near the Willows... A Mrs Ghaska Cleland was the teacher... 
See also 1908 for school near Willows","Granger, Edith; Niedhamer, Kay; Granger, Warren","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_143,IMG_5721,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5721.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5721.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5721.jpeg,"1898, County superintendent annual report",1898,1890-1899,"Co. Supt Annual Report Aug 1898
Census 35M 20F
Enrolled 24[M] 16[F]
2 fem teach empl
1 Dept
1 frame schoolhouse
45 capy",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_144,IMG_5721,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5721.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5721.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5721.jpeg,"1898-06-11, Annual school election",1898-06-11,1890-1899,"M-37
June 11, 1898 Annual Schl Elec
F F Lane & Mrs C R Norman judges A R Payne Clerk of elec
G G Bumstead el for 3 yr term as Direc, Chas Sicklesteel Clerk. passed a 10 mill levy.","Lane, Frederick F.; Norman, Mrs. Charles R.; Payne, A. R.; Bumstead, George G.; Sicklesteel, Charles","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_145,IMG_5721,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5721.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5721.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5721.jpeg,"1898, Teacher payment records",1898,1890-1899,"M-38 Pg 17-21
Pd Feb 8, 1898 Miss Rose Wilson - [illegible] as teacher 35.00
[Pd] Mar 10, 1898 [Miss Rose Wilson] 1 mo sal as teacher 35.00
[Pd] April 2, 1898 [Miss Rose Wilson] 2 full of sal to date 35.00
Oct 14, 1898 - Laura Smith pd 35.00 for teachg
Nov 8, 1898 [Laura Smith pd] 35.00 [for teachg]
Dec 9, 1898 [Laura Smith pd] 35.00 [for teachg]","Lane, Frederick F.; Norman, Mrs. Charles R.; Payne, A. R.; Bumstead, George G.; Sicklesteel, Charles L.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_146,IMG_5722,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5722.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5722.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5722.jpeg,"?, Edith Granger on Rose Wilson",?,?,"Tame 13B Edith Granger talking to Kay Niedhamer
... I remember there was a lady... and I met her the night of Molly's wedding (O'Rourke) and her name I think it was Mrs. Rose (Rose Wilson), I am not sure, And she was I think 96 or something and she used to board with the Tartes and walk to that schl that was the so end schl, thru the woods, she told me, which is the school where the fire station is now, the schl that burned.","Granger, Edith; Niedhamer, Kay; O'Rourke, Molly; Wilson, Rose; Tarte family","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_147,IMG_5723,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,"1898-01-06, Rose Wilson gone to Beach, Lummi Island",1898-01-06,1890-1899,"N-10 The Blade Thurs Jan 6, 1898
Miss Rose Wilson of this city has gone to Beach, L.I. where she will reside for several weeks.","Wilson, Rose","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_148,IMG_5723,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,"1898-01-20, Rose Wilson teaching at Beach, Lummi Island",1898-01-20,1890-1899,"N-10 The Blade Thurs Jan 20, 1898
Miss Rose Wilson has gone to Beach, L.I. where she has been engaged to teach school.","Wilson, Rose","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_149,IMG_5723,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,"1898-03-19, Whatcom County teachers and wages",1898-03-19,1890-1899,"N-10 The Blade Sat Mar 19, 1898
Where are 100 teachers in Whatcom County and 72 school dist., 25 of which are now in session. The avg wages paid is 53.82 for males and 47.72 for females.",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_150,IMG_5723,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,"1898-04-23, Schools of Whatcom County information",1898-04-23,1890-1899,"N-10 The Blade Sat Apr 23, 1898
Long art on schools of Whatcom Co... 72 school dist. Out of this number 42 schools are is [sic] session... then gives list of teachers by district and none listed for L.I.",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_151,IMG_5723,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,"1898-06-30, Sicklesteel school district clerk",1898-06-30,1890-1899,"N-10 The Blade Sat July 30, 1898
School Dist clerks for yr starting Aug. 1:
#32 - Chas L. Sicklesteel, Beach.","Sicklesteel, Charles L.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_152,IMG_5723,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,"1898-08-18, County treasurer paying presentation orders on district",1898-08-18,1890-1899,"N-10 The Blade Thurs Aug 18, 1898
Treas. of What Co. Wash will pay on presentation orders drawn on the following school dist: #32 - all registered orders",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_153,IMG_5723,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,"1898, Laura Smith teaching on island",1898,1890-1899,"N-10 The Blade Tues Sept 13, 1898
Mt View
Miss Laura Smith left on Fri for LI where she will teach a 6 months term of school.
N-10 The Blade Sat Sept 24, 1898
Foll. are the schools and names of teachers now in session in the county... Island, Laura Smith...
N-10 The Blade Tues Nov. 1, 1898
Mt. View
Miss Laura Smith who is teaching on LI...
N-10 Sat Nov 12, 1898 (The Blade)
Miss Laura Smith who is teaching a term of school at LI is shopping in the city today.","Smith, Laura","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_154,IMG_5723,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5723.jpeg,"1898-11-24, School apportionment",1898-11-24,1890-1899,"N-10 The Blade Thurs 24, 1898
School Funds apport... #32 68.50",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_155,IMG_5724,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,"1989-12-31, Teachers visit city",1898-12-31,1890-1899,"N-10 The Blade Sat Dec 31, 1898
Misses Alice and Laura Smith, popular young school teachers of Mt View were visiting in the city yesterday","Smith, Laura; Smith, Alice","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_156,IMG_5724,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,"1898, School apportionment",1898,1890-1899,"N-3 DR Wed Feb 2, 1898
Quarterly school apport: #32 85.00
N-3 DR Thurs Feb 3, 1898
Whatcom Co. will pay on presentation school orders drawn on the foll. school dist:... #32 orders on apportionment fund refistered on or before Dec 13, 1987...
N-3 DR Sat May 14, 1898
School apport: Dist. 32... $72.00",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_157,IMG_5724,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,"1898-09-15, Teacher leaves for Lummi Island",1898-09-15,1890-1899,"N-3 DR Thurs Sept 15, 1898
Mt V & Frndle
Miss Lena (?) Smith left on Fri for LI where she goes to teach the winter term of school.","Smith, Laura","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_158,IMG_5724,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,"1898-10-13, School levy fixed",1898-10-13,1890-1899,"N-3 DR Thurs Oct 13, 1898
The Co. Comm have fixed the school tax levy... the comm. fix the levy in cases where the school directors fail to do so. The foll. are the levie fixed in other dist. by the comm... #32, 5 mills. ",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_159,IMG_5724,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,"1898-08-23, School apportionment",1898-08-23,1890-1899,"N-10 TB Tues Aug 23, 1898
School apport... #32...70.20",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_160,IMG_5724,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,"1898-01, Rose WIlson updates",1898-01-01,1890-1899,"N-8 WB Wed Jan 12, 1898
Miss Rose WIlson of this city has gone to Beach, LI where she will reside for severak [several] weeks.
N-8 WB Wed Jan 26, 1898
Miss Rose Wilson has gone to Beach, LI where she has been engaged to teach school.","Wilson, Rose","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_161,IMG_5724,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5724.jpeg,"1898, Teachers employed",1898,1890-1899,"M-34 From Vol 1 Record of Teach Empl 1891-1900
Rose Wilson 3 mos beg 1/10/98 $35.00
Laura Smith 6 mos beg 9/12/98 $35.00","Wilson, Rose; Smith, Laura","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_162,IMG_5725,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,"1899-01-03, School tax levy",1899-01-03,1890-1899,"N-10 TB Jan 3, 1899
Special School Tax Levy: Dist 32. 10 mills",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_163,IMG_5725,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,"1899, Laura Smith teaches",1899,1890-1899,"N-10 TB Tues Jan 3, 1899
Miss Laura Smith left Sat for LI to resume her school teaching at that place.
N-10 TB Tues Feb 7, 1899
Foll. Is a list of schools and the names of the teachers, now in session... Island, Laura Smith
...
N-10 TB Thurs Mar 16, 1899
Miss Laura Smith of Mt V closed a successful term of school at LI Fri.","Smith, Laura","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_164,IMG_5725,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,"1899, School apportionment",1899,1890-1899,"N-10 TB Sat Feb 18. 1899
Reg quarterly apport of school money... #32 - 23.04
N-10 TB Tues May 16, 1899
Quarterly school apport... #32 67.20",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_165,IMG_5725,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,"1899, School warrants",1899,1890-1899,"N-10 TB Tues Mar 28, 1899
County will pay warrants on... School Dist 32 orders Nos 1 & 2 on special fund, registered Nov 19, 1898
N-10 TB Tues June 27, 1899
Treas. will pay warrants... School Dist 32 - order on spec. fund #3 reg. Nov 19, 1898",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_166,IMG_5725,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,"1899-04-29, Nellie Sheldon teaches",1899-04-29,1890-1899,"N-10 The Blade Sar Apr 29, 1899
Foll. are the names of teachers now conductig schools in the county:... Nellie Sheldon, Island...","Sheldon, Nellie","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_167,IMG_5725,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,"1899, Mrs. William Louis Lambert (Eva Charroin) teaches",1899,1890-1899,"(5) pg 461
For some time after her arrival here in 1899 Mrs William Louis Lambert (then Miss Eva Charroin) was engaged in teaching school first on Lummi Island and then in Bham schools.","Charroin, Eva","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_168,IMG_5725,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,"1899-06-29, School district clerks and directors",1899-06-29,1890-1899,"N-10 TB Thurs June 29, 1899
List of recently elected school dist clerks and directors... Dist 32, Beach, A. F. Bowden, clerk; Henry Nugent, G. L. Bumstead, M. Granger, directors.","Bowden, A. F.; Nugent, Henry; Bumstead, George; Granger, Melzar","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_169,IMG_5725,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5725.jpeg,"1899-07-20, Average teacher salary",1899-07-20,1890-1899,"N-10 TB Thurs July 20, 1899
The avg salaries pd to teachers per month is as foll: male 42.20; female 34.27. This was an increase of 2.00 per month in salaries over last year...",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_170,IMG_5726,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5726.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5726.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5726.jpeg,"1899-08-03, Process for planning new schoolhouse",1899-08-03,1890-1899,"N-10 TB Thurs Aug 3, 1899
In the matter of locating and bld a new schoolhouse the state supt of public instr. holds that the people may determine at either a special meeting or a special election. He also gave the opinion that a majority vote can determine the location of a schoolhouse but if the location is once determined it takes a 2/3 vote of the electors of the dist. to remove the schoolhouse.",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_171,IMG_5726,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5726.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5726.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5726.jpeg,"1899-09-05, Teacher hiring terms",1899-09-05,1890-1899,"N-10 TB Tues Sept 5, 1899
The orig. term of school for which the teacher is hired is generallt extended from 1 to 3 months in the various schools in the county which makes an avg of 8 months' terms in the county.",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_172,IMG_5726,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5726.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5726.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5726.jpeg,"1899-09-23, Frank Shiedler to teach",1899-09-23,1890-1899,"N-10 TB Sat Sept 23, 1899
Frank Shiedler will commence a term of school at Beach Mon.","Shiedler, Frank","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_173,IMG_5726,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5726.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5726.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5726.jpeg,"1899-09-28, John Shiedler teaches",1899-09-28,1890-1899,"N-10 TB Thurs Sept 28, 1899
The foll. schools commenced last Mon: ... beach, John Shiedler, teacher","Shiedler, John","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_174,IMG_5726,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5726.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5726.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5726.jpeg,"1899-12-14, School apportionment",1899-12-14,1890-1899,"N-10 TB Thurs Dec 14, 1899
School apport... #32 167.58",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
